restaurant_id,name,city,cuisine,rating
REST1039,Smith-Lewis,West Robertbury,Italian,4.6
REST1040,Cohen-Frost,Michaelbury,Mexican,2.9
REST1041,Simon-Rivers,Meghanview,Mexican,4.1
REST1042,Bishop-Koch,Lauraton,Italian,4.4
REST1043,Baker and Sons,Alexanderstad,Chinese,4.8
REST1044,"Solomon, Murillo and Tanner",Lake Richardton,American,2.8
REST1045,Guzman-Evans,Lake Alexandramouth,Thai,4.5
REST1046,Cook-Williams,Port Jayborough,Thai,4.7
REST1047,Mejia Inc,Amandamouth,American,3.4
REST1048,Fernandez-Daniel,Bryanton,Mexican,3.5
REST1049,Lynch-Johnson,Lake Erica,Mexican,3.1
REST1050,Hayden and Sons,North Ashleyborough,Italian,3.5
REST1051,"Jackson, Beasley and Morrison",Robinfurt,Italian,4.1
REST1052,Taylor-Schroeder,Port Keith,Italian,2.9
REST1053,"Frey, Hull and Conway",Maxwellmouth,Italian,4.1
REST1054,"House, Smith and Stone",West Andreachester,Indian,2.7
REST1055,Cameron-York,Lake Joelburgh,Chinese,3.1
REST1056,"Berg, Patel and Wilson",Michealville,Italian,3.0
REST1057,Parker-Ortiz,New Stacy,Indian,4.5
REST1058,Fox-Mann,East Melissa,Italian,3.5
REST1059,Hinton LLC,Yvettebury,American,3.9
REST1060,Garcia Ltd,Ericfort,Thai,3.1
REST1061,Jenkins-Hooper,Clarkmouth,Mexican,4.3
REST1062,Patterson-Frazier,Lake Heather,Mexican,3.2
REST1063,"Bass, Vazquez and Ramirez",Fernandezborough,Chinese,3.2
REST1064,Nelson-Miller,Riosburgh,Thai,4.6
REST1065,Baker-Hill,East Kimberlyburgh,Indian,2.7
REST1066,Cook Group,Philipfurt,Italian,4.4
REST1067,Palmer Inc,Lake Tracyborough,Indian,4.4
REST1068,"Nelson, Briggs and Taylor",Luceroport,Mexican,4.9
REST1069,Daniels PLC,Port Tinaport,Mexican,3.3
REST1070,Hogan-Pennington,Timothyshire,American,4.1
REST1071,"Conner, Miller and Cross",East Samantha,Mexican,4.9
REST1072,Palmer-Ortiz,North Jeffreystad,Thai,3.4
REST1073,Haney Group,Jennifermouth,Thai,2.7
REST1074,Thomas PLC,West Nicole,Indian,3.3
REST1075,"Singh, Stephens and Elliott",Stephaniemouth,Mexican,3.4
REST1076,"Patterson, Carrillo and Ferguson",Douglaston,Mexican,3.6
REST1077,Martinez and Sons,Nicholashaven,Italian,4.7
REST1078,Sweeney-Sanchez,Jacobton,Italian,4.1
REST1079,Suarez Inc,Acostahaven,Thai,3.9
REST1080,"Hunt, Sherman and Gonzalez",Harrishaven,Thai,3.3
REST1081,Morrison Ltd,Josephview,Thai,4.8
REST1082,Kennedy-Mcmahon,Mcknightside,Thai,3.5
REST1083,"Brown, Bryant and Evans",Westside,Thai,3.7
REST1084,"Jones, Deleon and Stevens",Josephbury,Italian,3.5
REST1085,Nunez-Romero,South Michaelville,Chinese,2.8
REST1086,"Gordon, Wolf and Elliott",Carrollton,American,4.9
REST1087,Walker-Reyes,Lake Abigailfort,Indian,3.0
REST1088,Miller PLC,New Chris,American,4.8
REST1089,Larsen LLC,Lake Janiceberg,Thai,3.6
REST1090,Clarke-Rogers,South Michael,Thai,3.2
REST1091,Hamilton and Sons,West Stephanieberg,Thai,4.8
REST1092,"Franco, Atkins and Peterson",New Robertport,Mexican,4.0
REST1093,Johnson Ltd,Brandonberg,Thai,3.6
REST1094,Fernandez LLC,Lewisland,Thai,4.2
REST1095,"Rose, Meyer and Santos",North Jesus,Chinese,4.4
REST1096,Brown Inc,Whitneyville,Chinese,3.2
REST1097,Harper-Wood,New Danielville,Mexican,4.2
REST1098,Erickson Ltd,South Jasonhaven,Mexican,2.7
REST1099,"Daugherty, Stevens and Miller",West Johnville,Italian,3.6
REST1100,Haney Ltd,Michaelport,Italian,5.0
REST1101,Hanson LLC,West Jaime,Indian,4.7
REST1102,Hansen-York,South Deannatown,Thai,3.6
REST1103,Adams and Sons,Garciashire,Indian,3.3
REST1104,Jenkins LLC,Lake Amanda,Chinese,3.5
REST1105,Dennis Ltd,Scottville,Indian,4.9
REST1106,"Peterson, Moran and Vargas",Port Jeremymouth,Indian,3.5
REST1107,Myers-Wilson,Port Rachel,American,3.7
REST1108,"Copeland, Blanchard and Harrison",Marshview,Mexican,3.6
REST1109,Chavez LLC,Rebeccaberg,Mexican,4.4
REST1110,Monroe-Nelson,Breannahaven,Chinese,4.6
REST1111,Bennett-Alvarez,South Kimberly,Indian,2.9
REST1112,Clarke-Frazier,Lake Martinborough,Chinese,4.1
REST1113,Espinoza-Williams,Fitzgeraldberg,Mexican,3.8
REST1114,Garcia-Cook,Port Donaldchester,Indian,4.5
REST1115,"Ray, Wolfe and Aguilar",Johnland,Italian,2.8
REST1116,Clark-Mccoy,Lake Carolyn,Indian,4.4
REST1117,Lopez Group,New Stephanie,Italian,3.9
REST1118,Logan-Fisher,Mccannberg,Italian,4.5
REST1119,"Butler, Wagner and Diaz",Jennamouth,Italian,4.2
REST1120,Morales Inc,Christineshire,Indian,4.7
REST1121,Owens PLC,South Juliefort,Indian,3.0
REST1122,"Price, Thomas and Jackson",Michaelville,Thai,2.5
REST1123,"Griffin, Smith and Campbell",Escobarland,Thai,2.7
REST1124,"Baldwin, Castillo and Fleming",Rickymouth,Italian,2.6
REST1125,"Ryan, Benson and Carlson",Michelleton,Italian,4.0
REST1126,Pena-Calhoun,New Carol,American,4.2
REST1127,Allen-Snyder,East Aaron,Mexican,4.5
REST1128,"Hansen, Jacobson and Hernandez",Moorebury,Italian,4.8
REST1129,"Turner, Howe and Smith",Lisabury,American,3.4
REST1130,Frederick and Sons,Lake Shannonmouth,Italian,2.7
REST1131,"Myers, Johnson and Thompson",East Barbaraberg,Chinese,4.0
REST1132,"Oliver, Guzman and Daniel",South Ryan,Italian,4.5
REST1133,"Peterson, Ford and Maldonado",New Jeffreytown,Mexican,3.0
REST1134,Brock Group,Woodsshire,Chinese,3.1
REST1135,Phillips-Williams,Carlaside,Thai,4.4
REST1136,"Nielsen, Kim and Lewis",Rodriguezfurt,Indian,4.4
REST1137,Lowe LLC,Port Kristine,American,3.1
REST1138,Gonzalez-White,Amandaview,American,4.3
REST1139,Willis Ltd,South Meganberg,Chinese,3.5
REST1140,"Martin, Morales and Perez",Stanleyview,Mexican,4.3
REST1141,Lester and Sons,Millerport,Chinese,3.1
REST1142,Chapman-Gregory,North Lisastad,Italian,3.4
REST1143,Jackson Ltd,West Matthew,Thai,4.3
REST1144,"Harper, Sampson and Baird",South Barbaramouth,Mexican,4.9
REST1145,"Rivers, Taylor and Scott",Jessicamouth,Mexican,2.8
REST1146,"Crosby, Wallace and Nielsen",Mcphersonburgh,Mexican,2.8
REST1147,Carr-Thomas,Port Jamesville,Italian,4.3
REST1148,Hardy-Reese,Millsville,Indian,4.7
REST1149,"Gaines, Nelson and Cruz",West Daniellemouth,Thai,4.5
REST1150,Freeman-Fischer,Robertberg,Thai,3.5
REST1151,"Campbell, Farley and White",Lake Brandy,Italian,4.1
REST1152,"Campbell, Valdez and Landry",Simmonsside,Indian,4.1
REST1153,Smith-Rogers,Lopezview,Chinese,4.7
REST1154,Nolan-Thomas,Wiseborough,American,3.5
REST1155,Preston Inc,Kleinborough,Mexican,2.6
REST1156,"Skinner, Butler and Garcia",South Stephanie,Thai,4.6
REST1157,"Shaw, Banks and Lawrence",West Nicole,Chinese,4.1
REST1158,"Ibarra, Adams and Ferguson",New Stephanie,Chinese,3.0
REST1159,Miranda LLC,Morrowstad,Thai,3.8
REST1160,"Roman, Knight and Jones",North John,American,3.9
REST1161,Morales-Rose,Jenniferborough,Italian,2.7
REST1162,"Martinez, Anderson and Moore",North Leroyside,Italian,2.6
REST1163,May-Hurley,Sanchezberg,American,4.6
REST1164,Thomas Group,New Maria,Chinese,4.5
REST1165,Ho Ltd,East Brittanyborough,Chinese,3.4
REST1166,"Dorsey, Ferguson and Vaughn",Michaelton,Mexican,3.9
REST1167,Powers-Thompson,New Brittany,Mexican,5.0
REST1168,Morris-Mitchell,East Nicoleberg,American,2.8
REST1169,Whitehead Ltd,South Angelaburgh,Thai,3.3
REST1170,Cole and Sons,New Lindsey,Chinese,4.7
REST1171,Guzman PLC,South Jeffberg,Chinese,3.7
REST1172,Owens-Green,Virginiahaven,Mexican,4.4
REST1173,Price Inc,Meyersberg,Thai,4.1
REST1174,"Frazier, Griffin and Olsen",West Michelle,Thai,4.8
REST1175,Brown-Hunter,Malikport,Thai,4.3
REST1176,Ho and Sons,Robertfurt,Chinese,2.6
REST1177,Fletcher Group,Port Todd,Chinese,2.9
REST1178,"Kennedy, Richardson and Wilson",Brownview,Italian,4.7
REST1179,Kent Group,Port Rachelhaven,Thai,2.6
REST1180,"Williams, Rodriguez and Jones",North Michelle,Indian,4.4
REST1181,Lewis Group,East Melissaberg,Italian,3.5
REST1182,Payne Inc,North Daisy,Thai,2.9
REST1183,"Simpson, Edwards and Lawrence",West Carrieborough,Chinese,3.7
REST1184,"Wood, Jones and Willis",Brucefort,Chinese,4.1
REST1185,White Ltd,Ashleetown,Italian,4.7
REST1186,Francis-Evans,North William,Chinese,3.5
REST1187,Silva PLC,New Cynthiaview,Chinese,3.0
REST1188,"Howard, Johnson and Johnson",Richardsonmouth,Indian,2.6
REST1189,Dean and Sons,Huntmouth,Chinese,4.6
REST1190,Flores LLC,Penaberg,Thai,4.3
REST1191,"Huffman, Valdez and Adams",Lake Bradley,Italian,4.0
REST1192,Watson-Williams,Melissabury,Italian,3.6
REST1193,Jones-Smith,West Danielhaven,Indian,4.8
REST1194,"Perez, Moore and Dawson",Michaelfurt,Indian,4.2
REST1195,Hansen-Miranda,West Wayne,Indian,2.9
REST1196,"Burns, Cameron and Smith",West Carrie,Italian,4.1
REST1197,Love-Gonzalez,Crystalbury,Chinese,4.6
REST1198,"Rice, Turner and Perry",North Courtney,Indian,4.2
REST1199,Reid-Avila,Lake Cody,Mexican,2.9
REST1200,"Gonzalez, Hall and Rivera",Lake Jenniferchester,Chinese,4.6
REST1201,Gill PLC,Dianaburgh,Mexican,2.5
REST1202,"Freeman, Wallace and Burton",Romerotown,Italian,4.2
REST1203,"Douglas, Barnes and Johnson",Lake Edward,Thai,3.6
REST1204,Martin-Carter,East Amyland,Chinese,3.3
REST1205,"Jordan, Johnson and Love",Port Briantown,Thai,3.7
REST1206,Hall LLC,South Johnbury,American,2.6
REST1207,Jarvis-Adams,Lake Amber,Chinese,4.4
REST1208,"Martinez, Nielsen and Weeks",Daviston,Italian,3.6
REST1209,Gill PLC,New Jessicastad,Chinese,4.4
REST1210,Miller-Payne,North Antonio,Thai,2.5
REST1211,Thomas and Sons,North Kristenview,Italian,3.4
REST1212,"Tucker, Davis and Green",Garciachester,Italian,3.8
REST1213,"Brewer, Baker and Doyle",South Anthonychester,Indian,4.7
REST1214,"Reid, Christensen and Phillips",West Ashleyland,Indian,3.6
REST1215,Bryant-Anderson,West Derek,Indian,4.5
REST1216,Stewart Group,North Erica,Thai,4.1
REST1217,"Contreras, Conley and Whitaker",Jaclynview,Indian,2.9
REST1218,Wright and Sons,Douglasberg,Chinese,4.4
REST1219,Gomez-Harris,Troyfurt,Thai,4.0
REST1220,Rodgers Inc,South Dawn,American,4.2
REST1221,White-Parker,Vincentport,Thai,3.7
REST1222,"Morris, Rubio and Smith",Davischester,Indian,4.6
REST1223,"Hernandez, Morgan and Figueroa",Angelaside,Thai,3.5
REST1224,Park-Carpenter,Lake Micheleborough,Chinese,3.2
REST1225,"Davis, Gill and Cole",Jeffersonview,Italian,4.1
REST1226,"Smith, Rogers and Lee",West Patriciatown,Chinese,4.8
REST1227,Stewart Group,East Jasmineburgh,Italian,2.9
REST1228,Stewart-Short,New Casey,Thai,3.6
REST1229,Owens-Gonzalez,Matthewsport,Mexican,4.4
REST1230,Diaz PLC,New Trevor,Thai,3.8
REST1231,"Hernandez, Ball and Hughes",North Davidburgh,Italian,3.7
REST1232,"Tucker, Taylor and Diaz",Anthonybury,Mexican,2.6
REST1233,Proctor Group,Michaelmouth,Chinese,2.6
REST1234,Sandoval Inc,Jennifershire,Mexican,3.1
REST1235,Banks Ltd,South Davidburgh,Chinese,4.7
REST1236,"Robbins, Dean and Chambers",Petersonland,Thai,4.7
REST1237,"Gonzalez, Contreras and Anderson",East Joshuashire,American,2.6
REST1238,"Lowery, Campbell and Brown",Gentryside,Mexican,3.3
REST1239,"Hammond, Nelson and Dickerson",Smithstad,American,4.8
REST1240,Mccarty-Wolfe,Bellberg,Italian,2.6
REST1241,Cummings PLC,South Jose,Indian,4.0
REST1242,Matthews LLC,Lake Traceymouth,Italian,3.6
REST1243,Guerra-Dennis,Gardnerchester,Italian,2.9
REST1244,Miller-Shaw,West Williamberg,Mexican,4.5
REST1245,James and Sons,East Sydneyville,American,3.0
REST1246,"Sweeney, Summers and Alexander",New Barbara,Thai,3.3
REST1247,Miller PLC,Cynthiashire,Italian,2.9
REST1248,"Ford, Fernandez and Roberts",Rhodesstad,Italian,4.4
REST1249,Yang and Sons,Kevinville,American,4.0
REST1250,Gill Inc,Parkershire,Indian,3.7
REST1251,"Parks, Adams and Munoz",Maldonadoview,Indian,2.6
REST1252,Moore-Adams,East Kevin,Mexican,3.4
REST1253,English-Mcdaniel,Craneberg,Indian,3.9
REST1254,Long-Marshall,East Susan,Indian,3.4
REST1255,"Johnson, Cunningham and Park",Jamesville,Chinese,2.8
REST1256,"Jones, Le and Marshall",Jaredhaven,Thai,4.8
REST1257,"Mclaughlin, Donaldson and Kerr",South Gabrielbury,American,4.1
REST1258,Bender-Freeman,Haneybury,Italian,4.3
REST1259,"Mcclure, Vasquez and Daniels",Lake Amandaborough,Mexican,3.7
REST1260,"Anderson, Hart and Harvey",South Jasmine,Indian,2.6
REST1261,Petersen Group,South Craig,American,3.9
REST1262,Smith-Morse,South Craig,Italian,3.2
REST1263,"Cannon, Bennett and Gray",New Victoriashire,Mexican,4.6
REST1264,Henson-Brooks,North Stephenton,Thai,2.5
REST1265,Wilson PLC,West Dylanview,Thai,2.6
REST1266,Smith-Rodriguez,Glendaport,American,3.0
REST1267,Wilson-Nguyen,Port Rebecca,American,4.2
REST1268,Johnson LLC,Fosterchester,Chinese,4.8
REST1269,James LLC,South Ana,Mexican,3.6
REST1270,"Fisher, Choi and Jones",North Patriciabury,Italian,3.4
REST1271,Baldwin-Wilkins,West David,Mexican,4.0
REST1272,Blackburn PLC,Rosshaven,Chinese,3.4
REST1273,"Smith, Price and Acosta",South Ariel,American,4.6
REST1274,"Blake, Davis and Stevens",Aaronchester,Mexican,4.5
REST1275,Richard-Washington,New Amy,Indian,3.5
REST1276,English PLC,Timchester,Indian,4.7
REST1277,Baker-Evans,North Anna,Indian,3.7
REST1278,"White, Palmer and Conrad",New Sheryl,Chinese,4.0
REST1279,Chen PLC,Port Jamieville,Indian,4.0
REST1280,Moyer-Norton,Lake Andreside,Mexican,4.3
REST1281,Brady and Sons,Ayalamouth,American,3.7
REST1282,"Wall, Williams and Aguilar",West Amberstad,Mexican,3.1
REST1283,Martin Ltd,Wilsonview,Chinese,3.0
REST1284,"Hall, Scott and Mcdonald",South Stacy,Chinese,2.5
REST1285,"Flowers, Lucero and Johnston",Woodardfurt,Chinese,4.9
REST1286,Jones-Reid,Lake Catherinemouth,Thai,2.7
REST1287,"Jacobs, Garcia and Vasquez",Perezhaven,Indian,4.7
REST1288,Vasquez and Sons,Smithhaven,Indian,2.6
REST1289,Clark Inc,Peterfort,Thai,4.8
REST1290,Garcia-Gutierrez,West Norman,Thai,3.8
REST1291,"Moore, Lane and Howard",Danielville,Indian,4.8
REST1292,Orr-Rodriguez,Mercadostad,Chinese,3.2
REST1293,Moreno Ltd,West Anthony,Mexican,4.3
REST1294,"Wong, Henderson and Parker",South Davidbury,Indian,4.5
REST1295,Brooks-Gibson,Lake Dana,Chinese,2.9
REST1296,Conrad LLC,New Nicole,Italian,3.7
REST1297,Galloway and Sons,Bairdstad,Chinese,4.3
REST1298,"Pittman, Jefferson and Garcia",South Richardton,Chinese,4.7
REST1299,Smith-Cole,East Lisafort,Thai,3.6
REST1300,Price-Rogers,Kristinfort,Thai,3.6
REST1301,"Ortiz, Brown and Cabrera",Cantuland,Chinese,2.8
REST1302,Martinez Inc,Brandonland,American,4.5
REST1303,"Flores, Gonzales and Walker",West Christina,American,3.6
REST1304,Mitchell PLC,Port Brandi,Indian,3.0
REST1305,"Jordan, Lang and Mccormick",Port Deborahburgh,Chinese,3.0
REST1306,"Zuniga, Ellison and Vazquez",Bakerhaven,Indian,3.7
REST1307,Murray-Montgomery,West Nicole,Mexican,3.2
REST1308,Macdonald-Baker,Port Douglas,American,2.9
REST1309,Joseph-Hunt,Port Robert,Indian,3.3
REST1310,"Taylor, Rodriguez and Sullivan",Phillipburgh,Italian,3.3
REST1311,"Myers, Luna and Nguyen",Port Timothyside,Thai,3.0
REST1312,Higgins-Reed,North Carla,Chinese,3.2
REST1313,"Ferguson, Gonzalez and Huynh",Billyville,American,4.8
REST1314,Olson-Perez,East Christinaton,Chinese,3.8
REST1315,"Cruz, Humphrey and Vaughn",South Robertmouth,Indian,3.0
REST1316,"Lewis, Tran and Hunter",New Brian,Indian,2.8
REST1317,Meyer and Sons,Lake Lisa,Indian,3.6
REST1318,"Watson, Cowan and Smith",North Christine,Italian,4.1
REST1319,"Wheeler, Reyes and Wright",West Eric,American,4.7
REST1320,"Leach, White and Smith",South Lindachester,Mexican,3.6
REST1321,Contreras Group,East Natalieborough,Mexican,2.7
REST1322,"Smith, Nguyen and Benson",Millerborough,American,2.7
REST1323,"Baxter, Rivera and Horn",Danielsmouth,Chinese,4.1
REST1324,Rose-Walker,Matthewshire,Italian,3.6
REST1325,Shepherd LLC,West Daniel,Mexican,2.7
REST1326,Abbott Ltd,Ashleyborough,Mexican,2.8
REST1327,Hudson-Hernandez,Tiffanyville,Italian,4.0
REST1328,Miles-Reese,West Alyssa,Thai,4.8
REST1329,Howell-Black,Nancyland,Italian,4.7
REST1330,Ortiz Group,Ruizberg,Indian,3.0
REST1331,Marshall-Russell,East Crystalmouth,Mexican,3.8
REST1332,"Long, Nichols and Knight",West Robin,American,4.6
REST1333,Pierce-Barton,Terrimouth,Chinese,4.5
REST1334,Payne and Sons,Port Joshua,Mexican,3.7
REST1335,Oneal-Mason,Connorchester,Thai,5.0
REST1336,"Villegas, Jones and Adams",Port Stephanieville,Italian,4.2
REST1337,"Miller, Mckenzie and Kane",Ricefurt,Thai,2.7
REST1338,"Long, Wright and Reid",Randallside,Thai,5.0
REST1339,Hobbs-Ho,East Loganton,Chinese,4.0
REST1340,Smith LLC,Jasonmouth,Chinese,3.1
REST1341,"Anderson, Vasquez and Smith",New Michaeltown,Mexican,4.0
REST1342,"Rose, Smith and Peterson",Maryland,Indian,4.0
REST1343,Pierce Group,Loweberg,Thai,3.4
REST1344,Fisher-Harris,South Nicholas,Indian,2.7
REST1345,Cooper-Carter,New Danielleton,American,3.5
REST1346,Hernandez PLC,Port Robert,Mexican,4.0
REST1347,Prince-Pitts,New Debbie,Indian,3.9
REST1348,Williamson-York,Garciamouth,American,3.6
REST1349,Moss LLC,South Curtis,Indian,4.4
REST1350,Williams Ltd,Lake Jennifer,Chinese,3.5
REST1351,Stone-Murphy,Thompsontown,Thai,3.0
REST1352,Garrett Group,Laurieport,Thai,3.4
REST1353,Trujillo-Taylor,Ericaport,Mexican,3.1
REST1354,Shields PLC,Rogerfurt,Chinese,3.8
REST1355,Phillips-Lee,North Micheal,Chinese,3.7
REST1356,Whitaker Group,Cynthiachester,Thai,4.3
REST1357,Mckinney-Mccann,Stephenston,Indian,3.8
REST1358,Hebert Group,Lake John,Chinese,3.1
REST1359,"Good, Smith and Perez",Lake James,Mexican,3.9
REST1360,Jones-Hall,South Michelle,American,4.6
REST1361,Hall and Sons,Williamsland,Chinese,3.9
REST1362,"Davis, Kim and Lewis",West Peterchester,Italian,3.0
REST1363,Gomez-Petersen,Bakerville,Indian,3.4
REST1364,"Choi, Robinson and Miller",West Jonathan,American,2.6
REST1365,"Smith, Coleman and Brooks",North James,Chinese,3.5
REST1366,Jordan Inc,Mooreville,Indian,2.9
REST1367,Walker-Marquez,Sydneyview,Chinese,2.5
REST1368,Thomas and Sons,Jennyburgh,American,4.0
REST1369,"Kelley, Green and Mendoza",Hooperchester,American,4.0
REST1370,Gomez-Wilson,North Heatherhaven,Italian,2.6
REST1371,"Petty, Willis and Rose",Jenkinsfurt,American,5.0
REST1372,Grant-Cooper,Johnsonburgh,Italian,4.9
REST1373,Martinez-Mccormick,Port Lauramouth,Mexican,2.8
REST1374,Wallace-White,Port Anthonyhaven,American,3.9
REST1375,Tucker LLC,Gillfort,Indian,4.0
REST1376,"Nunez, Johnson and Miller",Ashleyton,Indian,4.9
REST1377,Floyd Ltd,Josephland,Italian,4.8
REST1378,"Griffith, Good and Combs",Lake Joseph,Indian,2.8
REST1379,Charles-Rios,Wilsonhaven,Chinese,4.6
REST1380,Roth-Castillo,Byrdport,Italian,2.9
REST1381,Jensen-Floyd,Lake Andreaborough,American,4.5
REST1382,Estrada-Kelly,Sparksshire,Mexican,3.1
REST1383,Robertson Group,West Ashley,Indian,4.3
REST1384,"Joseph, Atkins and Smith",Jamesside,Chinese,2.5
REST1385,"Warren, Huffman and Ford",Wilsonbury,Italian,3.9
REST1386,Mclean Group,Lake Tamara,Italian,2.8
REST1387,"Goodwin, Hicks and Galloway",New Glenstad,Mexican,3.6
REST1388,"Wade, Powers and Hodges",Gallegosland,Italian,3.1
REST1389,Olson-Lambert,Hillstad,Mexican,3.4
REST1390,Navarro Ltd,New Feliciafurt,Italian,4.2
REST1391,Lara Group,East Jasmine,Chinese,5.0
REST1392,Davis-Foster,East Stephenton,Indian,5.0
REST1393,"Delacruz, Berry and Evans",South Sandra,Chinese,3.1
REST1394,"Ray, Torres and Davis",Lake Cody,Thai,4.7
REST1395,Hickman and Sons,East Douglasport,Thai,2.7
REST1396,Campbell-Vega,East Valerie,Italian,4.8
REST1397,"Rodriguez, Bauer and Smith",Brandonton,Thai,4.7
REST1398,"King, Morrison and Cline",New William,Indian,2.7
REST1399,Wood PLC,New Seanport,Indian,4.6
REST1400,Peterson-Huff,North Cheryl,American,4.8
REST1401,Marshall and Sons,Port Kevin,Thai,3.5
REST1402,Garcia Inc,Amyhaven,Italian,2.5
REST1403,Turner-Kelly,Stewartbury,Thai,3.5
REST1404,Smith-Clark,North Thomas,American,3.1
REST1405,Li-Schultz,Coreyland,Thai,2.7
REST1406,Fischer LLC,Lake William,Chinese,3.8
REST1407,"Martinez, Campbell and Hall",Lake Chad,Italian,3.1
REST1408,Zimmerman PLC,North Christopherberg,Indian,5.0
REST1409,"Smith, Matthews and Pope",South Teresa,Indian,2.6
REST1410,Burton-Brown,New Kellybury,Chinese,4.3
REST1411,King-Campbell,East Rebecca,Italian,3.9
REST1412,"Taylor, Walls and Simmons",South Brendan,Chinese,2.8
REST1413,Johnson LLC,Bryanstad,Chinese,4.7
REST1414,Townsend LLC,Port Mary,American,4.2
REST1415,Roman-Johnson,Jenniferfurt,Chinese,3.7
REST1416,Mcfarland-Cuevas,Parsonsview,Chinese,4.1
REST1417,Hayden Group,New Seanton,Thai,3.6
REST1418,"Green, Banks and Williams",South Danielshire,Chinese,4.8
REST1419,"Torres, Warren and Nielsen",Rachelchester,American,2.7
REST1420,"Williams, Mcdaniel and Williams",Phamfurt,Indian,3.2
REST1421,Lopez PLC,Christinemouth,Mexican,3.7
REST1422,Carter and Sons,Loriberg,American,4.3
REST1423,"Mcintosh, Guzman and Proctor",South David,Indian,2.8
REST1424,Ray Inc,West Malloryview,Italian,3.6
REST1425,Romero-Ruiz,Gracefort,Chinese,3.8
REST1426,"Hughes, Brown and Cox",Brittanyton,Indian,3.1
REST1427,Campbell-Smith,Eugeneview,Mexican,3.9
REST1428,Young Group,Ashleytown,Thai,3.0
REST1429,"Diaz, Morgan and Jackson",Millerberg,Indian,4.2
REST1430,Hughes-Green,New Heatherville,American,3.1
REST1431,Estrada PLC,East Kristy,Indian,4.8
REST1432,Carter and Sons,Port Davidton,Indian,4.6
REST1433,Bond-Case,North James,Indian,4.6
REST1434,Brown-Barker,Port Isabelberg,Indian,4.0
REST1435,Guzman-Mclaughlin,New Robin,Italian,3.2
REST1436,"Anthony, Carr and Montoya",Parksberg,Indian,3.8
REST1437,Graves-Ingram,Grahamchester,Italian,4.5
REST1438,"Coleman, Wood and Bell",Port Anthonyshire,Chinese,3.6
REST1439,"Salinas, Hopkins and Cervantes",Baileyfort,American,3.7
REST1440,Atkins and Sons,Evanshaven,Indian,3.7
REST1441,Martin-Schwartz,Adamburgh,American,2.9
REST1442,Fisher-Vaughn,West Jessicafort,Chinese,4.3
REST1443,"Soto, Smith and Robles",New Dakotafurt,Italian,3.2
REST1444,Wells Inc,South Carla,Thai,3.6
REST1445,Kent-Orozco,Lake Margaret,Thai,2.9
REST1446,"Morgan, Oconnor and Crawford",Port Brandy,American,3.3
REST1447,Hanson and Sons,Santiagostad,Italian,3.7
REST1448,Lawrence-Stevens,Cunninghamhaven,Thai,4.5
REST1449,"Woods, Davis and Garcia",New Allisonland,American,4.0
REST1450,"Owens, Thomas and Faulkner",Hodgesview,Mexican,2.8
REST1451,"Austin, Dennis and Jackson",Nicoleport,American,4.0
REST1452,"Anderson, Mitchell and Duran",South Christinaview,American,4.5
REST1453,Robinson Inc,Davisville,Chinese,2.9
REST1454,"Moss, Hunt and Lin",West Mariatown,Chinese,2.5
REST1455,"Sherman, Landry and Salinas",North Denise,Mexican,3.6
REST1456,Jones Ltd,Lake Raymond,Mexican,3.3
REST1457,Moore-Garcia,Lake Douglas,Mexican,3.1
REST1458,Collier Inc,Lake Amyport,Mexican,4.8
REST1459,Smith-Cherry,Port Cody,Mexican,3.8
REST1460,Sparks-Williams,New Joseph,Thai,3.2
REST1461,Austin-Gutierrez,Wrightbury,Italian,4.3
REST1462,Martinez-Whitehead,Jennifershire,American,3.9
REST1463,Simmons-Ingram,East Ronaldhaven,American,4.6
REST1464,Martin-Warren,Smithchester,American,2.9
REST1465,Mcdonald-Anderson,North Aprilfurt,Italian,3.7
REST1466,Davidson LLC,Anthonyberg,Thai,4.2
REST1467,Henderson-Cooper,Petertown,American,4.6
REST1468,Rodriguez-Giles,Avilamouth,Chinese,3.3
REST1469,Adams Ltd,East George,Mexican,3.5
REST1470,Harris PLC,New Nicholasville,Chinese,4.4
REST1471,Gomez-Mcgee,North Mackenzieview,Italian,4.5
REST1472,Ellis-Kirby,Robertmouth,Mexican,3.6
REST1473,Escobar-Patrick,New Mary,Thai,2.5
REST1474,"Thompson, Johnson and Gonzales",West Tina,American,3.7
REST1475,"Cooper, Wall and Howard",Murphystad,Mexican,4.6
REST1476,West-Powell,Lindsaychester,Mexican,4.0
REST1477,Williams-Odonnell,Michelleborough,Thai,3.4
REST1478,"James, Martinez and Thompson",North Wanda,American,3.1
REST1479,Alvarez-Price,Keithfurt,Indian,3.2
REST1480,Smith LLC,Lake Micheleborough,Italian,2.6
REST1481,Knight-Palmer,Martinezfurt,Indian,4.4
REST1482,Johnson-Haas,Ryanstad,Chinese,2.5
REST1483,"Gardner, Smith and Taylor",East Williamfurt,Italian,3.9
REST1484,"Evans, Estrada and Roberts",South Christopher,Italian,3.9
REST1485,Solis-Bowman,Brownmouth,Thai,5.0
REST1486,Brown Group,Clarkfurt,Mexican,4.4
REST1487,Rogers and Sons,Port Caroltown,Chinese,4.3
REST1488,Bartlett-Brown,Larsonfurt,Chinese,3.8
REST1489,Knight PLC,Stewartview,Mexican,4.2
REST1490,"Morse, Carey and Rich",Lake Ivanland,Mexican,2.6
