payment_id,order_id,payment_method,amount,payment_date
PAY38215,ORD48640,Net Banking,25.19,2025-01-27 22:12:04
PAY38216,ORD42776,Net Banking,38.38,2025-02-25 21:59:51
PAY38217,ORD10150,Credit Card,41.29,2024-11-01 17:27:49
PAY38218,ORD38371,Debit Card,25.47,2024-07-16 23:13:46
PAY38219,ORD26610,Credit Card,38.52,2024-11-20 13:49:43
PAY38220,ORD24377,Debit Card,32.26,2024-07-04 06:20:14
PAY38221,ORD28092,UPI,22.58,2024-10-05 08:33:56
PAY38222,ORD35849,UPI,33.75,2025-06-12 08:50:20
PAY38223,ORD37289,UPI,36.46,2025-06-17 03:53:05
PAY38224,ORD59901,Net Banking,15.99,2025-04-21 02:26:30
PAY38225,ORD27142,Debit Card,31.07,2025-05-30 16:44:21
PAY38226,ORD14354,Net Banking,27.91,2025-06-12 17:08:02
PAY38227,ORD15004,Debit Card,24.84,2024-12-28 18:40:54
PAY38228,ORD37508,Net Banking,44.13,2024-08-16 22:16:50
PAY38229,ORD39960,UPI,35.4,2025-02-10 11:13:46
PAY38230,ORD30975,Cash,28.91,2025-02-21 08:29:13
PAY38231,ORD46214,Debit Card,27.95,2024-09-25 03:49:23
PAY38232,ORD19035,UPI,5.26,2024-07-08 04:25:26
PAY38233,ORD48812,Cash,30.8,2025-05-18 22:49:54
PAY38234,ORD23768,Cash,12.54,2024-12-12 02:31:33
PAY38235,ORD52907,Cash,5.9,2025-06-13 07:08:36
PAY38236,ORD29240,Cash,7.34,2025-03-12 14:57:28
PAY38237,ORD35812,Cash,33.08,2024-09-17 10:22:43
PAY38238,ORD12069,Cash,26.89,2024-08-17 12:54:16
PAY38239,ORD10704,Credit Card,22.84,2024-07-03 00:24:11
PAY38240,ORD49709,Net Banking,8.21,2025-06-23 03:51:25
PAY38241,ORD50049,UPI,35.51,2024-07-05 12:56:11
PAY38242,ORD14702,Cash,5.21,2024-07-28 02:10:12
PAY38243,ORD27019,Credit Card,5.43,2025-03-24 06:25:12
PAY38244,ORD25577,Cash,47.85,2024-12-12 23:42:20
PAY38245,ORD59972,Credit Card,36.11,2025-01-25 20:18:11
PAY38246,ORD42286,UPI,38.89,2025-02-11 16:35:00
PAY38247,ORD15932,Debit Card,30.93,2024-09-04 20:42:38
PAY38248,ORD25686,Debit Card,15.28,2024-07-12 13:15:57
PAY38249,ORD32589,Debit Card,39.02,2024-12-15 17:10:20
PAY38250,ORD43957,Cash,40.17,2025-04-30 04:31:17
PAY38251,ORD16538,Net Banking,40.24,2024-09-23 22:19:55
PAY38252,ORD59112,Debit Card,27.48,2024-08-03 11:25:43
PAY38253,ORD53793,Net Banking,17.2,2024-08-07 04:05:23
PAY38254,ORD56559,Credit Card,7.0,2025-01-17 13:19:25
PAY38255,ORD41052,Debit Card,13.87,2025-02-15 19:16:05
PAY38256,ORD28444,UPI,44.15,2025-04-28 15:57:49
PAY38257,ORD31666,Cash,35.55,2024-08-06 05:53:08
PAY38258,ORD31439,Cash,24.72,2025-03-18 19:24:21
PAY38259,ORD42120,Credit Card,48.41,2025-02-13 00:31:22
PAY38260,ORD28063,Cash,46.99,2024-10-06 04:36:23
PAY38261,ORD52162,Net Banking,26.78,2025-04-18 23:50:17
PAY38262,ORD37003,Credit Card,35.52,2025-04-26 22:56:11
PAY38263,ORD39704,Cash,48.08,2025-01-27 19:03:33
PAY38264,ORD50513,Cash,47.17,2025-03-28 21:49:37
PAY38265,ORD11561,UPI,39.1,2024-11-26 16:28:54
PAY38266,ORD48807,UPI,5.5,2025-06-02 12:23:58
PAY38267,ORD56384,Cash,39.85,2025-02-02 23:50:02
PAY38268,ORD48520,Net Banking,43.04,2025-06-13 12:06:14
PAY38269,ORD35745,Net Banking,16.39,2024-07-13 10:41:54
PAY38270,ORD53630,UPI,37.51,2025-06-04 16:29:55
PAY38271,ORD41412,Debit Card,40.38,2024-09-27 13:09:13
PAY38272,ORD30110,Credit Card,12.42,2024-07-31 08:05:24
PAY38273,ORD37118,Net Banking,47.32,2024-10-11 15:47:37
PAY38274,ORD39336,Credit Card,7.87,2025-03-03 15:53:00
PAY38275,ORD30729,UPI,29.61,2024-07-29 12:47:05
PAY38276,ORD26314,Debit Card,6.97,2025-05-17 12:53:12
PAY38277,ORD32444,Cash,15.5,2024-07-13 01:36:16
PAY38278,ORD22430,Cash,12.07,2024-07-12 19:53:17
PAY38279,ORD28051,Cash,31.24,2025-03-08 14:18:29
PAY38280,ORD44667,UPI,34.26,2025-02-12 02:16:01
PAY38281,ORD57274,Net Banking,36.92,2025-01-27 22:38:57
PAY38282,ORD46504,Debit Card,37.13,2024-07-30 05:21:20
PAY38283,ORD12295,Credit Card,25.37,2025-06-26 21:53:50
PAY38284,ORD10726,Net Banking,8.04,2024-07-27 08:39:49
PAY38285,ORD24026,Debit Card,5.99,2025-04-28 18:13:20
PAY38286,ORD27226,Net Banking,37.53,2025-04-03 19:04:02
PAY38287,ORD37216,Cash,33.59,2025-01-02 10:26:46
PAY38288,ORD21421,UPI,37.7,2024-09-21 09:32:37
PAY38289,ORD46925,Debit Card,29.7,2024-07-10 14:23:06
PAY38290,ORD31498,UPI,20.86,2024-07-16 09:41:14
PAY38291,ORD17246,Cash,49.02,2025-03-14 15:54:47
PAY38292,ORD17778,UPI,8.7,2024-10-31 05:48:00
PAY38293,ORD58633,Net Banking,13.37,2025-04-18 03:38:03
PAY38294,ORD50795,Cash,33.68,2024-11-20 15:25:54
PAY38295,ORD40239,Cash,15.09,2024-12-06 11:17:54
PAY38296,ORD23544,UPI,8.79,2025-06-08 09:36:30
PAY38297,ORD28149,UPI,33.75,2025-03-26 08:02:04
PAY38298,ORD55164,Debit Card,42.0,2024-12-06 12:10:58
PAY38299,ORD34032,UPI,21.33,2025-03-17 00:51:45
PAY38300,ORD20194,UPI,19.06,2024-10-11 10:23:22
PAY38301,ORD16981,Debit Card,18.71,2024-11-04 10:40:27
PAY38302,ORD39114,Net Banking,26.7,2024-11-23 01:47:07
PAY38303,ORD39491,Cash,6.01,2025-03-15 00:45:13
PAY38304,ORD19230,Debit Card,8.95,2025-02-14 22:16:22
PAY38305,ORD48336,Net Banking,21.86,2025-02-22 05:41:46
PAY38306,ORD53696,Net Banking,6.3,2024-08-11 16:20:42
PAY38307,ORD50255,Debit Card,47.81,2025-06-03 23:51:11
PAY38308,ORD43054,Net Banking,29.02,2025-06-23 14:33:33
PAY38309,ORD20032,Debit Card,37.8,2025-02-04 01:55:48
PAY38310,ORD22926,Credit Card,32.4,2025-04-19 09:14:26
PAY38311,ORD14546,UPI,11.97,2025-01-02 00:25:39
PAY38312,ORD27773,Cash,25.89,2025-06-01 00:45:42
PAY38313,ORD42550,Credit Card,45.43,2024-12-08 09:47:38
PAY38314,ORD31227,Debit Card,46.93,2024-07-16 18:14:42
PAY38315,ORD43015,Cash,5.67,2024-09-05 14:10:37
PAY38316,ORD29057,Credit Card,15.61,2024-12-03 09:27:31
PAY38317,ORD54695,Debit Card,45.63,2025-01-18 07:31:07
PAY38318,ORD48173,UPI,42.13,2024-07-30 12:12:19
PAY38319,ORD40366,Debit Card,22.6,2025-02-22 05:09:01
PAY38320,ORD11299,Net Banking,8.5,2025-03-04 00:19:10
PAY38321,ORD49718,UPI,30.76,2025-02-18 06:37:15
PAY38322,ORD27655,Cash,29.02,2025-06-21 23:48:16
PAY38323,ORD38207,Cash,14.49,2025-04-21 23:44:17
PAY38324,ORD29551,Debit Card,28.6,2025-06-18 01:29:56
PAY38325,ORD20568,UPI,34.48,2025-03-05 18:32:21
PAY38326,ORD41417,UPI,5.2,2025-02-17 21:56:17
PAY38327,ORD26706,Cash,17.51,2024-07-23 02:47:31
PAY38328,ORD37541,Net Banking,42.49,2025-03-04 09:18:34
PAY38329,ORD32488,Debit Card,19.63,2024-09-11 15:57:41
PAY38330,ORD32602,Credit Card,13.04,2024-11-21 15:27:43
PAY38331,ORD25025,UPI,38.74,2025-06-07 04:48:49
PAY38332,ORD39139,UPI,5.19,2024-08-21 14:06:30
PAY38333,ORD49194,Debit Card,16.08,2024-12-27 04:36:00
PAY38334,ORD35400,Credit Card,26.54,2025-01-24 07:28:56
PAY38335,ORD29876,Credit Card,38.22,2024-12-02 03:17:49
PAY38336,ORD45494,Credit Card,43.34,2024-08-07 17:48:56
PAY38337,ORD40459,Net Banking,17.22,2024-07-29 16:28:20
PAY38338,ORD14704,Cash,17.8,2024-11-03 08:01:45
PAY38339,ORD26422,Net Banking,41.07,2025-06-15 21:27:45
PAY38340,ORD23734,Net Banking,20.07,2025-02-02 03:06:07
PAY38341,ORD45670,Debit Card,45.3,2024-08-12 17:26:06
PAY38342,ORD15322,Net Banking,30.56,2024-09-09 00:18:09
PAY38343,ORD40052,UPI,24.93,2024-10-26 12:04:08
PAY38344,ORD13583,Debit Card,20.82,2025-01-08 23:53:29
PAY38345,ORD57637,UPI,41.88,2024-11-22 13:49:53
PAY38346,ORD49794,Net Banking,36.78,2024-09-30 22:58:19
PAY38347,ORD52643,UPI,26.45,2024-09-24 00:33:03
PAY38348,ORD27872,Credit Card,32.01,2025-06-04 08:00:45
PAY38349,ORD12248,Cash,20.67,2024-12-01 16:57:58
PAY38350,ORD50850,Cash,8.64,2024-12-26 08:09:04
PAY38351,ORD56222,Debit Card,31.35,2025-03-16 06:38:23
PAY38352,ORD37016,Credit Card,17.72,2024-08-04 16:42:39
PAY38353,ORD46060,Debit Card,6.54,2024-12-12 15:17:59
PAY38354,ORD37539,Debit Card,20.35,2024-08-21 13:40:48
PAY38355,ORD26256,Net Banking,7.82,2025-03-03 05:33:35
PAY38356,ORD11278,Debit Card,8.5,2024-08-16 05:27:48
PAY38357,ORD28938,Credit Card,45.95,2025-05-31 04:38:14
PAY38358,ORD54715,Net Banking,34.58,2024-08-27 12:55:43
PAY38359,ORD13267,Net Banking,13.0,2024-07-16 12:02:57
PAY38360,ORD18048,Debit Card,49.48,2024-06-30 01:24:11
PAY38361,ORD13950,Cash,40.58,2025-01-22 23:25:53
PAY38362,ORD15388,Credit Card,36.98,2025-01-05 19:32:37
PAY38363,ORD57707,Debit Card,43.33,2025-04-05 22:46:12
PAY38364,ORD12068,UPI,16.9,2025-01-12 16:16:23
PAY38365,ORD44804,Cash,17.81,2025-04-03 17:13:24
PAY38366,ORD39378,Debit Card,23.01,2024-10-29 20:02:02
PAY38367,ORD33498,Debit Card,15.24,2024-10-10 18:44:19
PAY38368,ORD21662,UPI,26.59,2025-05-27 10:11:29
PAY38369,ORD32766,Net Banking,14.93,2025-03-15 17:29:50
PAY38370,ORD10501,Credit Card,40.99,2024-09-20 11:59:46
PAY38371,ORD20301,Debit Card,24.46,2025-05-04 21:37:05
PAY38372,ORD39216,Debit Card,14.96,2024-11-14 00:12:57
PAY38373,ORD57143,Credit Card,45.67,2024-12-13 01:08:41
PAY38374,ORD46622,Credit Card,12.52,2025-04-26 14:34:56
PAY38375,ORD21324,Credit Card,42.2,2024-11-22 14:47:05
PAY38376,ORD56717,UPI,44.07,2025-05-02 17:33:46
PAY38377,ORD15276,Net Banking,8.87,2024-12-13 13:09:21
PAY38378,ORD53295,Debit Card,8.72,2025-05-13 15:47:33
PAY38379,ORD45215,Cash,19.33,2025-04-09 07:21:30
PAY38380,ORD25416,Credit Card,13.25,2024-08-14 17:31:47
PAY38381,ORD29799,Credit Card,35.49,2025-02-10 16:12:33
PAY38382,ORD49332,UPI,14.46,2025-05-10 23:46:19
PAY38383,ORD56997,Net Banking,27.18,2025-05-24 20:39:47
PAY38384,ORD36900,Net Banking,22.77,2024-06-29 11:37:36
PAY38385,ORD18595,UPI,17.24,2025-03-06 18:33:00
PAY38386,ORD36430,Debit Card,7.7,2025-06-14 04:06:32
PAY38387,ORD55118,Debit Card,13.26,2025-04-20 02:35:53
PAY38388,ORD56118,UPI,17.28,2024-07-11 18:09:24
PAY38389,ORD41485,Debit Card,46.02,2024-10-07 18:21:38
PAY38390,ORD32270,Cash,45.59,2024-09-04 09:39:27
PAY38391,ORD56099,Cash,19.77,2024-11-17 10:52:16
PAY38392,ORD14893,Net Banking,8.42,2024-12-29 19:25:50
PAY38393,ORD18949,Debit Card,20.22,2025-06-23 13:54:50
PAY38394,ORD34607,Debit Card,48.21,2025-05-06 08:05:41
PAY38395,ORD53296,Credit Card,12.6,2024-08-29 23:44:14
PAY38396,ORD16407,Credit Card,7.85,2025-01-17 01:05:23
PAY38397,ORD56438,UPI,39.39,2025-02-22 03:07:40
PAY38398,ORD17695,Credit Card,27.64,2024-07-31 16:41:20
PAY38399,ORD58113,UPI,8.14,2025-03-02 21:03:37
PAY38400,ORD59703,Cash,19.39,2024-11-28 18:30:43
PAY38401,ORD27237,Net Banking,7.07,2025-04-27 13:40:01
PAY38402,ORD35793,Net Banking,19.22,2025-05-04 03:15:55
PAY38403,ORD11078,Net Banking,39.41,2024-10-25 08:53:38
PAY38404,ORD42779,Debit Card,5.65,2025-01-19 09:42:56
PAY38405,ORD25147,Debit Card,43.05,2024-11-18 02:59:18
PAY38406,ORD59319,UPI,11.38,2025-06-27 11:19:41
PAY38407,ORD34680,Net Banking,23.59,2024-08-16 08:11:11
PAY38408,ORD35589,Net Banking,17.71,2024-12-06 21:18:30
PAY38409,ORD59559,Cash,34.16,2025-03-30 01:38:13
PAY38410,ORD14056,UPI,15.53,2025-04-11 13:30:12
PAY38411,ORD37362,Debit Card,26.9,2025-05-11 15:24:52
PAY38412,ORD22263,Cash,13.85,2024-09-19 06:51:36
PAY38413,ORD47524,Net Banking,43.71,2024-08-04 18:33:58
PAY38414,ORD44768,Net Banking,10.33,2025-06-13 20:10:52
PAY38415,ORD39811,Credit Card,32.38,2024-07-15 13:07:02
PAY38416,ORD57553,Debit Card,15.73,2025-03-12 16:57:35
PAY38417,ORD49643,Credit Card,40.36,2024-07-29 08:31:22
PAY38418,ORD12058,Cash,43.22,2025-05-14 01:39:18
PAY38419,ORD21737,Credit Card,37.66,2025-05-01 06:59:39
PAY38420,ORD12004,Credit Card,47.76,2025-03-16 03:37:10
PAY38421,ORD12276,Cash,49.52,2025-06-07 09:10:55
PAY38422,ORD27290,UPI,48.08,2024-12-28 17:08:22
PAY38423,ORD12316,Credit Card,40.59,2025-05-30 16:09:06
PAY38424,ORD31799,Debit Card,23.87,2025-03-16 17:12:46
PAY38425,ORD46452,Credit Card,42.48,2024-10-13 16:52:55
PAY38426,ORD32763,Cash,6.85,2025-03-18 10:40:16
PAY38427,ORD56843,Credit Card,27.87,2024-07-06 16:50:02
PAY38428,ORD51096,Credit Card,28.21,2025-04-12 14:22:32
PAY38429,ORD22510,Credit Card,24.08,2024-11-21 22:50:56
PAY38430,ORD52212,Cash,6.58,2024-10-31 13:25:44
PAY38431,ORD36929,Cash,13.01,2024-10-07 03:24:23
PAY38432,ORD31550,Cash,23.76,2024-09-26 08:27:27
PAY38433,ORD22687,UPI,44.46,2025-05-23 15:23:55
PAY38434,ORD49004,Cash,46.38,2024-09-13 19:58:28
PAY38435,ORD21427,UPI,16.72,2025-03-01 12:53:31
PAY38436,ORD33786,Cash,30.97,2025-02-04 15:58:42
PAY38437,ORD40241,Debit Card,28.49,2025-05-06 00:34:02
PAY38438,ORD44439,Cash,38.06,2025-06-20 04:24:47
PAY38439,ORD26705,Credit Card,7.25,2025-05-14 03:59:14
PAY38440,ORD15092,Debit Card,16.48,2025-01-06 19:23:24
PAY38441,ORD53668,Credit Card,18.98,2025-06-14 13:50:36
PAY38442,ORD56091,Net Banking,38.72,2024-12-07 08:39:23
PAY38443,ORD53570,Credit Card,23.9,2025-06-04 12:27:51
PAY38444,ORD44231,Net Banking,6.6,2024-07-10 11:45:15
PAY38445,ORD40422,Net Banking,31.0,2024-09-03 12:50:50
PAY38446,ORD28021,Cash,10.64,2024-08-04 15:19:28
PAY38447,ORD35494,UPI,48.33,2024-08-31 18:13:51
PAY38448,ORD59073,Debit Card,16.53,2025-01-10 17:07:13
PAY38449,ORD41747,Credit Card,6.44,2025-04-28 17:38:05
PAY38450,ORD32374,Credit Card,6.33,2024-08-30 11:34:40
PAY38451,ORD18986,Cash,18.71,2024-10-12 21:55:57
PAY38452,ORD56878,Net Banking,32.51,2024-10-01 02:23:09
PAY38453,ORD44392,Cash,37.64,2024-08-11 18:04:02
PAY38454,ORD27378,Debit Card,35.94,2024-09-26 17:40:49
PAY38455,ORD46923,Cash,32.02,2025-02-14 11:02:31
PAY38456,ORD18727,UPI,43.46,2025-03-31 18:52:28
PAY38457,ORD51451,Cash,18.26,2024-09-15 02:38:13
PAY38458,ORD30036,Cash,9.16,2025-06-16 13:00:43
PAY38459,ORD31993,Debit Card,11.6,2024-10-27 08:35:20
PAY38460,ORD38405,UPI,9.36,2024-11-26 20:32:31
PAY38461,ORD51208,Debit Card,33.45,2025-06-27 18:40:15
PAY38462,ORD47118,UPI,26.96,2024-12-31 15:42:41
PAY38463,ORD45634,Credit Card,6.1,2025-03-23 18:10:35
PAY38464,ORD21559,UPI,13.43,2025-02-01 12:55:51
PAY38465,ORD13471,Net Banking,23.26,2024-10-02 14:51:28
PAY38466,ORD37202,Debit Card,12.41,2024-09-16 19:12:57
PAY38467,ORD12226,Credit Card,8.83,2025-05-08 05:00:08
PAY38468,ORD36932,Net Banking,48.16,2025-04-17 11:40:06
PAY38469,ORD41269,Debit Card,26.01,2024-07-08 11:28:23
PAY38470,ORD19463,Credit Card,41.19,2024-12-16 15:18:57
PAY38471,ORD37917,Debit Card,20.31,2025-02-14 20:53:29
PAY38472,ORD49262,Debit Card,27.53,2024-06-29 03:59:30
PAY38473,ORD40801,Debit Card,33.3,2024-07-16 14:02:23
PAY38474,ORD24192,Debit Card,34.12,2024-10-13 15:46:53
PAY38475,ORD36335,UPI,32.26,2024-09-21 14:00:10
PAY38476,ORD44442,Debit Card,41.6,2024-11-04 17:27:37
PAY38477,ORD52314,Cash,8.92,2025-05-10 07:30:19
PAY38478,ORD49989,Cash,21.44,2024-07-11 10:54:19
PAY38479,ORD13481,Net Banking,14.69,2025-05-14 00:19:58
PAY38480,ORD51653,Cash,13.08,2024-07-03 20:29:43
PAY38481,ORD58404,Debit Card,30.33,2025-03-26 19:49:16
PAY38482,ORD42665,UPI,48.0,2025-02-04 04:00:54
PAY38483,ORD12039,Cash,29.27,2024-09-17 02:00:53
PAY38484,ORD59360,Net Banking,46.19,2024-11-01 07:30:30
PAY38485,ORD57029,Debit Card,34.61,2025-02-26 12:18:17
PAY38486,ORD24172,Credit Card,32.72,2024-08-24 04:40:44
PAY38487,ORD17365,Debit Card,15.31,2025-01-18 23:26:51
PAY38488,ORD54540,Net Banking,13.5,2024-09-21 10:12:44
PAY38489,ORD33084,Debit Card,19.84,2025-01-12 10:21:36
PAY38490,ORD32031,UPI,19.41,2025-03-22 10:18:03
PAY38491,ORD38409,Credit Card,21.2,2024-12-28 21:38:45
PAY38492,ORD25018,Credit Card,29.59,2025-04-30 12:27:16
PAY38493,ORD23248,Credit Card,11.81,2024-07-09 23:41:28
PAY38494,ORD47890,UPI,7.04,2024-09-12 09:40:21
PAY38495,ORD34805,UPI,9.47,2024-11-19 11:08:58
PAY38496,ORD22204,Debit Card,19.35,2025-02-09 00:37:25
PAY38497,ORD38684,Credit Card,39.19,2025-04-14 12:29:59
PAY38498,ORD36041,Net Banking,26.45,2025-02-02 12:19:18
PAY38499,ORD35399,UPI,30.22,2024-07-02 16:36:35
PAY38500,ORD31330,Cash,6.24,2025-03-04 00:56:46
PAY38501,ORD10427,Cash,41.73,2024-10-05 00:16:48
PAY38502,ORD16771,Cash,19.7,2024-08-05 05:27:59
PAY38503,ORD16218,Debit Card,41.57,2025-01-22 18:25:48
PAY38504,ORD29450,Credit Card,42.09,2025-05-27 07:30:30
PAY38505,ORD17752,Cash,34.44,2025-05-27 16:18:00
PAY38506,ORD40913,Cash,47.21,2025-05-22 20:46:31
PAY38507,ORD48975,UPI,42.75,2025-03-19 09:48:47
PAY38508,ORD18198,Debit Card,42.75,2025-03-26 13:26:05
PAY38509,ORD30526,Net Banking,40.43,2025-04-09 03:16:39
PAY38510,ORD34746,Cash,45.46,2025-03-12 00:28:38
PAY38511,ORD32218,Net Banking,47.71,2024-09-29 23:25:46
PAY38512,ORD38988,UPI,38.35,2024-10-15 16:35:09
PAY38513,ORD34745,Cash,32.38,2025-03-10 06:55:25
PAY38514,ORD40225,UPI,39.32,2024-12-27 15:12:03
PAY38515,ORD48918,Debit Card,13.39,2025-01-15 06:29:07
PAY38516,ORD19511,UPI,17.0,2024-08-17 18:57:09
PAY38517,ORD20358,Debit Card,12.23,2024-12-10 06:15:05
PAY38518,ORD10865,Cash,5.08,2024-10-18 22:24:50
PAY38519,ORD53112,Net Banking,21.16,2025-02-26 16:08:44
PAY38520,ORD23855,Net Banking,40.06,2025-01-27 18:51:45
PAY38521,ORD52272,Cash,41.76,2024-11-22 14:55:20
PAY38522,ORD39644,Credit Card,33.96,2025-06-09 21:25:20
PAY38523,ORD51327,Net Banking,21.34,2025-06-07 04:32:06
PAY38524,ORD43484,Cash,15.81,2024-06-30 01:13:09
PAY38525,ORD43013,Net Banking,17.9,2024-09-09 17:18:55
PAY38526,ORD28405,Cash,23.21,2025-03-09 06:54:11
PAY38527,ORD21062,Cash,5.35,2025-05-25 16:02:44
PAY38528,ORD20161,UPI,28.7,2025-04-06 06:30:18
PAY38529,ORD11529,Credit Card,49.28,2025-01-17 01:22:49
PAY38530,ORD49733,Cash,5.68,2024-11-25 22:21:22
PAY38531,ORD30626,UPI,49.28,2025-03-21 03:19:24
PAY38532,ORD32863,Debit Card,26.41,2025-01-17 18:37:56
PAY38533,ORD27757,Credit Card,8.77,2024-12-09 17:34:11
PAY38534,ORD46211,Credit Card,5.09,2025-06-16 15:03:14
PAY38535,ORD47913,Credit Card,25.84,2024-11-06 20:37:45
PAY38536,ORD19240,Cash,12.33,2024-08-17 23:56:03
PAY38537,ORD52034,Net Banking,16.68,2025-03-27 17:41:00
PAY38538,ORD29729,Net Banking,35.54,2024-08-02 19:25:29
PAY38539,ORD10512,Debit Card,15.64,2024-07-27 09:55:02
PAY38540,ORD35797,UPI,20.73,2024-09-02 17:41:15
PAY38541,ORD57383,Net Banking,35.62,2024-12-27 17:44:01
PAY38542,ORD47244,Net Banking,16.79,2024-12-15 11:11:09
PAY38543,ORD13181,Cash,31.93,2024-09-16 10:49:15
PAY38544,ORD45638,UPI,35.17,2024-10-29 04:55:53
PAY38545,ORD20227,Net Banking,8.82,2025-06-07 19:44:58
PAY38546,ORD10975,Debit Card,39.21,2024-09-26 20:26:10
PAY38547,ORD14970,Cash,37.99,2024-07-09 03:04:35
PAY38548,ORD10950,Credit Card,37.98,2025-03-01 01:27:17
PAY38549,ORD38323,Debit Card,23.64,2024-06-30 10:42:03
PAY38550,ORD16458,Net Banking,12.6,2025-05-27 20:04:02
PAY38551,ORD40042,Cash,10.84,2025-05-24 12:40:28
PAY38552,ORD19594,Net Banking,31.82,2025-02-18 12:32:56
PAY38553,ORD35882,Credit Card,48.23,2025-02-28 16:57:30
PAY38554,ORD46554,UPI,32.09,2024-11-10 09:21:24
PAY38555,ORD47349,Credit Card,35.09,2025-02-09 11:03:20
PAY38556,ORD18255,Net Banking,19.79,2025-05-07 10:11:22
PAY38557,ORD12454,Credit Card,39.38,2024-07-17 04:49:10
PAY38558,ORD59857,Cash,22.78,2024-12-31 21:09:40
PAY38559,ORD55268,Cash,42.41,2025-02-15 03:53:52
PAY38560,ORD34728,Net Banking,33.31,2024-11-16 01:10:09
PAY38561,ORD28520,UPI,17.73,2025-03-28 06:27:43
PAY38562,ORD48778,Cash,34.57,2025-04-30 16:43:44
PAY38563,ORD37175,Debit Card,40.91,2025-01-03 22:54:55
PAY38564,ORD59139,UPI,48.64,2024-09-29 15:33:18
PAY38565,ORD56905,Cash,9.45,2024-08-19 22:42:47
PAY38566,ORD18970,Net Banking,33.4,2025-01-31 08:52:21
PAY38567,ORD14972,Cash,30.26,2025-04-10 04:38:50
PAY38568,ORD33400,Debit Card,15.49,2024-08-30 01:47:32
PAY38569,ORD35298,Debit Card,49.21,2024-09-24 20:32:42
PAY38570,ORD41109,Net Banking,15.45,2025-06-01 07:57:52
PAY38571,ORD28580,Cash,42.94,2024-10-06 23:30:02
PAY38572,ORD54243,Debit Card,33.68,2025-03-26 02:31:01
PAY38573,ORD54791,Debit Card,45.97,2025-01-08 06:01:46
PAY38574,ORD58430,UPI,5.46,2024-11-19 13:07:09
PAY38575,ORD17781,UPI,15.32,2025-01-27 17:00:32
PAY38576,ORD42731,Cash,40.95,2025-01-18 03:44:08
PAY38577,ORD44444,Debit Card,12.52,2024-08-04 09:54:52
PAY38578,ORD12916,Debit Card,36.69,2024-09-14 18:34:50
PAY38579,ORD29933,Debit Card,47.95,2024-10-19 13:49:53
PAY38580,ORD47033,Net Banking,20.64,2025-01-09 13:27:52
PAY38581,ORD52787,Credit Card,40.15,2025-03-17 18:42:05
PAY38582,ORD38808,Credit Card,5.98,2024-07-27 05:40:59
PAY38583,ORD39515,Cash,23.9,2024-12-05 22:18:19
PAY38584,ORD54884,Net Banking,19.87,2024-10-01 01:06:20
PAY38585,ORD45101,Cash,8.26,2025-01-20 01:55:57
PAY38586,ORD54065,UPI,42.46,2024-09-04 18:40:29
PAY38587,ORD22867,Cash,10.05,2025-04-29 05:01:02
PAY38588,ORD55176,UPI,6.36,2024-08-19 05:52:05
PAY38589,ORD55328,Cash,24.74,2025-05-15 18:55:26
PAY38590,ORD49368,UPI,21.3,2024-07-27 09:14:16
PAY38591,ORD51879,Net Banking,38.73,2025-01-18 01:32:27
PAY38592,ORD50309,UPI,41.73,2024-08-24 01:30:20
PAY38593,ORD15834,Credit Card,21.09,2025-01-26 06:35:38
PAY38594,ORD32860,Cash,20.95,2024-08-31 09:17:40
PAY38595,ORD16525,Debit Card,39.37,2024-11-12 21:53:12
PAY38596,ORD54115,UPI,7.35,2024-12-15 18:07:50
PAY38597,ORD23004,Credit Card,16.5,2025-01-31 00:12:13
PAY38598,ORD32707,Debit Card,42.33,2025-06-23 18:16:16
PAY38599,ORD39347,Cash,45.0,2024-12-07 03:03:52
PAY38600,ORD13298,Credit Card,7.62,2025-05-21 13:58:30
PAY38601,ORD48141,UPI,40.09,2024-09-20 12:24:16
PAY38602,ORD10299,Net Banking,9.27,2024-11-11 05:39:24
PAY38603,ORD23774,Net Banking,16.89,2025-04-19 17:46:52
PAY38604,ORD25148,UPI,20.58,2024-10-22 23:33:09
PAY38605,ORD28085,Debit Card,23.48,2024-10-04 07:44:31
PAY38606,ORD43221,Cash,12.9,2024-07-25 07:12:12
PAY38607,ORD38393,UPI,45.45,2025-04-29 20:33:03
PAY38608,ORD51663,Credit Card,13.25,2025-03-08 17:48:11
PAY38609,ORD36720,UPI,8.08,2025-05-11 19:15:36
PAY38610,ORD35034,Credit Card,19.01,2024-09-22 13:12:16
PAY38611,ORD25827,Net Banking,40.22,2025-03-16 15:35:07
PAY38612,ORD48557,Cash,16.3,2024-10-27 18:02:58
PAY38613,ORD23934,Cash,42.06,2024-12-12 20:24:18
PAY38614,ORD43230,Debit Card,36.36,2024-08-04 23:09:52
PAY38615,ORD48712,UPI,8.14,2024-09-14 01:10:20
PAY38616,ORD59245,Debit Card,17.13,2025-06-12 18:39:44
PAY38617,ORD25168,Debit Card,32.42,2024-09-18 22:25:43
PAY38618,ORD57322,Net Banking,14.82,2025-01-24 19:31:30
PAY38619,ORD11564,Net Banking,22.41,2025-02-19 02:23:21
PAY38620,ORD59014,Credit Card,14.31,2025-03-10 22:50:30
PAY38621,ORD29522,UPI,45.84,2024-12-12 10:22:50
PAY38622,ORD46842,Cash,16.26,2024-08-30 23:05:41
PAY38623,ORD40364,UPI,29.61,2024-08-22 19:35:10
